Rank,Title,Issn,SJR
15420,Huozhayao Xuebao/Chinese Journal of Explosives and Propellants,1007-7812,0.31
15421,International Journal of Energy Economics and Policy,2146-4553,0.31
15422,International Journal of Managerial and Financial Accounting,1753-6715,0.31
15422,International Journal of Managerial and Financial Accounting,1753-6723,0.31
15423,Journal of Electrical Bioimpedance,1891-5469,0.31
15424,Journal of Environmental and Engineering Geophysics,1083-1363,0.31
15425,Journal of Mathematics,2314-4785,0.31
15425,Journal of Mathematics,2314-4629,0.31
15426,Journal of Plant Protection Research,1427-4345,0.31
15426,Journal of Plant Protection Research,1899-007X,0.31
15427,Journal of Space Safety Engineering,2468-8975,0.31
15427,Journal of Space Safety Engineering,2468-8967,0.31
15428,Nordic Journal of Studies in Policing,2703-7045,0.31
15429,Periodica Polytechnica: Chemical Engineering,0324-5853,0.31
15429,Periodica Polytechnica: Chemical Engineering,1587-3765,0.31
15430,Proceedings of the Institution of Civil Engineers: Engineering Sustainability,1478-4629,0.31
15430,Proceedings of the Institution of Civil Engineers: Engineering Sustainability,1751-7680,0.31
15431,Proceedings of the Institution of Civil Engineers: Water Management,1751-7729,0.31
15431,Proceedings of the Institution of Civil Engineers: Water Management,1741-7589,0.31
15432,Reumatologia Clinica,1699-258X,0.31
15432,Reumatologia Clinica,1885-1398,0.31
15433,Russian Journal of Plant Physiology,1608-3407,0.31
15433,Russian Journal of Plant Physiology,1021-4437,0.31
15434,Scientia Sinica Informationis,2095-9486,0.31
15434,Scientia Sinica Informationis,1674-7267,0.31
15435,Studies on Neotropical Fauna and Environment,1744-5140,0.31
15435,Studies on Neotropical Fauna and Environment,0165-0521,0.31
15436,Transactions of Famena,1333-1124,0.31
15436,Transactions of Famena,1849-1391,0.31
15437,Advances in Hospitality and Tourism Research,2147-9100,0.309
15438,Boletin de la Asociacion Espanola de Entomologia,0210-8984,0.309
15439,Bulletin du Cancer,0007-4551,0.309
15439,Bulletin du Cancer,1769-6917,0.309
15440,Cybernetics and Information Technologies,1311-9702,0.309
15440,Cybernetics and Information Technologies,1314-4081,0.309
15441,Drilling Fluid and Completion Fluid,1001-5620,0.309
15442,Gongcheng Kexue Xuebao/Chinese Journal of Engineering,2095-9389,0.309
15443,Israel Journal of Entomology,0075-1243,0.309
15444,Jiqiren/Robot,1002-0446,0.309
15445,Journal of African Media Studies,1751-7974,0.309
15445,Journal of African Media Studies,2040-199X,0.309
15446,Journal of Critical Care Medicine,2393-1817,0.309
15446,Journal of Critical Care Medicine,2393-1809,0.309
15447,Journal of Global Health Reports,2399-1623,0.309
15448,Journal of Medical Regulation,2572-1852,0.309
15448,Journal of Medical Regulation,2572-1801,0.309
15449,Journal of Wealth Management,1534-7524,0.309
15450,Mathematical Social Sciences,0165-4896,0.309
15451,Nihon Reoroji Gakkaishi,0387-1533,0.309
15452,Photogrammetric Engineering and Remote Sensing,0099-1112,0.309
15453,"Physical Culture and Sport, Studies and Research",2081-2221,0.309
15453,"Physical Culture and Sport, Studies and Research",1899-4849,0.309
15454,Pleura and Peritoneum,2364-768X,0.309
15455,Polish Journal of Radiology,1733-134X,0.309
15456,Power Generation Technology,2096-4528,0.309
15457,Progres en Urologie,1166-7087,0.309
15458,Rivista di Matematica della Universita di Parma,0035-6298,0.309
15458,Rivista di Matematica della Universita di Parma,2284-2578,0.309
15459,SAE International Journal of Connected and Automated Vehicles,2574-0741,0.309
15459,SAE International Journal of Connected and Automated Vehicles,2574-075X,0.309
15460,Small Wars and Insurgencies,1743-9558,0.309
15460,Small Wars and Insurgencies,0959-2318,0.309
15461,Spinal cord series and cases,2058-6124,0.309
15462,Turkish Neurosurgery,2651-5032,0.309
15462,Turkish Neurosurgery,1019-5149,0.309
15463,Webbia,0083-7792,0.309
15464,Acta Geologica Polonica,0001-5709,0.308
15465,Acta Microbiologica et Immunologica Hungarica,1217-8950,0.308
15465,Acta Microbiologica et Immunologica Hungarica,1588-2640,0.308
15466,Advances in Weed Science,2675-9462,0.308
15467,Annals of Forest Research,1844-8135,0.308
15467,Annals of Forest Research,2065-2445,0.308
15468,Arid Land Geography,1000-6060,0.308
15469,Australian Journalism Review,2517-620X,0.308
15469,Australian Journalism Review,0810-2686,0.308
15470,Biologia Plantarum,1573-8264,0.308
15470,Biologia Plantarum,0006-3134,0.308
15471,Biota Colombiana,0124-5376,0.308
15471,Biota Colombiana,2539-200X,0.308
15472,Bois et Forets des Tropiques,1777-5760,0.308
15472,Bois et Forets des Tropiques,0006-579X,0.308
15473,Critical and Radical Social Work,2049-8675,0.308
15473,Critical and Radical Social Work,2049-8608,0.308
15474,Egyptian Journal of Botany,2357-0350,0.308
15474,Egyptian Journal of Botany,0375-9237,0.308
15475,Erasmus Journal for Philosophy and Economics,1876-9098,0.308
15476,Gestion y Politica Publica,1405-1079,0.308
15477,Hospital Pharmacy,1945-1253,0.308
15477,Hospital Pharmacy,0018-5787,0.308
15478,Indian Journal of Biochemistry and Biophysics,0301-1208,0.308
15479,Indian Journal of Engineering and Materials Sciences,0971-4588,0.308
15479,Indian Journal of Engineering and Materials Sciences,0975-1017,0.308
15480,Informatica (Slovenia),1854-3871,0.308
15480,Informatica (Slovenia),0350-5596,0.308
15481,International Journal of Business Intelligence Research,1947-3605,0.308
15481,International Journal of Business Intelligence Research,1947-3591,0.308
15482,International Journal of Cultural Property,0940-7391,0.308
15483,Iranian Journal of Kidney Diseases,1735-8582,0.308
15483,Iranian Journal of Kidney Diseases,1735-8604,0.308
15484,Journal of Insect Behavior,0892-7553,0.308
15484,Journal of Insect Behavior,1572-8889,0.308
15485,Journal of Insect Biodiversity and Systematics,2423-8112,0.308
15486,Journal of Modern Optics,1362-3044,0.308
15486,Journal of Modern Optics,0950-0340,0.308
15487,Journal of Nonlinear Functional Analysis,2052-532X,0.308
15488,Journal of Toxicologic Pathology,0914-9198,0.308
15489,Maderas: Ciencia y Tecnologia,0717-3644,0.308
15489,Maderas: Ciencia y Tecnologia,0718-221X,0.308
15490,Ornamental Horticulture,2447-536X,0.308
15491,Revista de Neurologia,1576-6578,0.308
15491,Revista de Neurologia,0210-0010,0.308
15492,Scalable Computing,1895-1767,0.308
15493,Surgical Neurology International,2152-7806,0.308
15494,Acta Endocrinologica,1843-066X,0.307
15494,Acta Endocrinologica,1841-0987,0.307
15495,Analytical Sciences,0910-6340,0.307
15495,Analytical Sciences,1348-2246,0.307
15496,Boletin de la Academia Peruana de la Lengua,2708-2644,0.307
15496,Boletin de la Academia Peruana de la Lengua,0567-6002,0.307
15497,Clay Minerals,0009-8558,0.307
15497,Clay Minerals,1471-8030,0.307
15498,CoDAS,2317-1782,0.307
15499,Human Organization,1938-3525,0.307
15499,Human Organization,0018-7259,0.307
15500,Indian Journal of Corporate Governance,0974-6862,0.307
15500,Indian Journal of Corporate Governance,2454-2482,0.307
15501,Indian Phytopathology,0367-973X,0.307
15501,Indian Phytopathology,2248-9800,0.307
15502,Infectious Microbes and Diseases,2641-5917,0.307
15502,Infectious Microbes and Diseases,2096-7241,0.307
15503,Information and Communications Technology Law,1360-0834,0.307
15504,International Journal of Chemical Reactor Engineering,1542-6580,0.307
15504,International Journal of Chemical Reactor Engineering,2194-5748,0.307
15505,International Journal of Computer Network and Information Security,2074-9104,0.307
15505,International Journal of Computer Network and Information Security,2074-9090,0.307
15506,International Journal of Refugee Law,1464-3715,0.307
15506,International Journal of Refugee Law,0953-8186,0.307
15507,International Journal of Swarm Intelligence Research,1947-9263,0.307
15507,International Journal of Swarm Intelligence Research,1947-9271,0.307
15508,Japan Journal of Industrial and Applied Mathematics,1868-937X,0.307
15508,Japan Journal of Industrial and Applied Mathematics,0916-7005,0.307
15509,Japanese Journal of Applied Physics,1347-4065,0.307
15509,Japanese Journal of Applied Physics,0021-4922,0.307
15510,Journal - American Water Works Association,1551-8833,0.307
15510,Journal - American Water Works Association,0003-150X,0.307
15511,Journal of Applied Mathematics,1687-0042,0.307
15511,Journal of Applied Mathematics,1110-757X,0.307
15512,Journal of Medical Artificial Intelligence,2617-2496,0.307
15513,Journal of Plant Nutrition and Fertilizers,1008-505X,0.307
15514,"Journal of Pressure Vessel Technology, Transactions of the ASME",0094-9930,0.307
15514,"Journal of Pressure Vessel Technology, Transactions of the ASME",1528-8978,0.307
15515,Journal of Sustainable Real Estate,1949-8276,0.307
15515,Journal of Sustainable Real Estate,1949-8284,0.307
15516,Latin American Business Review,1097-8526,0.307
15516,Latin American Business Review,1528-6932,0.307
15517,Management and Production Engineering Review,2082-1344,0.307
15517,Management and Production Engineering Review,2080-8208,0.307
15518,MEDICC Review,1527-3172,0.307
15518,MEDICC Review,1555-7960,0.307
15519,"Nigerian postgraduate medical journal, The",1117-1936,0.307
15519,"Nigerian postgraduate medical journal, The",2468-6875,0.307
15520,OIE Revue Scientifique et Technique,1608-0637,0.307
15520,OIE Revue Scientifique et Technique,0253-1933,0.307
15521,Pragmatics and Beyond New Series,0922-842X,0.307
15522,Proceedings - IEEE International Symposium on Circuits and Systems,0271-4310,0.307
15523,Proceedings of the Institution of Civil Engineers: Ground Improvement,1755-0750,0.307
15523,Proceedings of the Institution of Civil Engineers: Ground Improvement,1755-0769,0.307
15524,"Proceedings of the Institution of Mechanical Engineers, Part N: Journal of Nanomaterials, Nanoengineering and Nanosystems",2397-7922,0.307
15524,"Proceedings of the Institution of Mechanical Engineers, Part N: Journal of Nanomaterials, Nanoengineering and Nanosystems",2397-7914,0.307
15525,REVESCO Revista de Estudios Cooperativos,1885-8031,0.307
15525,REVESCO Revista de Estudios Cooperativos,1135-6618,0.307
15526,Structural Monitoring and Maintenance,2288-6605,0.307
15526,Structural Monitoring and Maintenance,2288-6613,0.307
15527,World Competition,1875-8436,0.307
15527,World Competition,1011-4548,0.307
15528,Acoustical Science and Technology,1346-3969,0.306
15528,Acoustical Science and Technology,1347-5177,0.306
15529,Acta Ethologica,1437-9546,0.306
15529,Acta Ethologica,0873-9749,0.306
15530,Acta Hydrologica Slovaca,2644-4690,0.306
15531,Advances in Cognitive Psychology,1895-1171,0.306
15532,Aestimum,1592-6117,0.306
15532,Aestimum,1724-2118,0.306
15533,"American Sociologist, The",0003-1232,0.306
15533,"American Sociologist, The",1936-4784,0.306
15534,British Journal of Middle Eastern Studies,1469-3542,0.306
15534,British Journal of Middle Eastern Studies,1353-0194,0.306
15535,EC Tax Review,0928-2750,0.306
15535,EC Tax Review,1875-8363,0.306
15536,Horticultural Science and Technology,2465-8588,0.306
15536,Horticultural Science and Technology,1226-8763,0.306
15537,Japan Architectural Review,2475-8876,0.306
15538,Journal of Chinese Economic and Foreign Trade Studies,1754-4416,0.306
15538,Journal of Chinese Economic and Foreign Trade Studies,1754-4408,0.306
15539,Journal of Cyber Security and Mobility,2245-4578,0.306
15539,Journal of Cyber Security and Mobility,2245-1439,0.306
15540,Journal of Indian Society of Periodontology,0975-1580,0.306
15540,Journal of Indian Society of Periodontology,0972-124X,0.306
15541,"Journal of Neuroscience, Psychology, and Economics",1937-321X,0.306
15541,"Journal of Neuroscience, Psychology, and Economics",2151-318X,0.306
15542,Journal of Operation and Automation in Power Engineering,2423-4567,0.306
15542,Journal of Operation and Automation in Power Engineering,2322-4576,0.306
15543,Journal of Pharmacopuncture,2093-6966,0.306
15543,Journal of Pharmacopuncture,2234-6856,0.306
15544,Pollution,2383-4501,0.306
15544,Pollution,2383-451X,0.306
15545,Revista Colombiana de Psiquiatria,0034-7450,0.306
15546,RUDN Journal of Russian History,2312-8674,0.306
15546,RUDN Journal of Russian History,2312-8690,0.306
15547,Spanish in Context,1571-0718,0.306
15547,Spanish in Context,1571-0726,0.306
15548,Acta Agriculturae Scandinavica - Section A: Animal Science,0906-4702,0.305
15548,Acta Agriculturae Scandinavica - Section A: Animal Science,1651-1972,0.305
15549,Agricultural and Resource Economics,2414-584X,0.305
15550,Arte Nuevo. Revista de Estudios Aureos,2297-2692,0.305
15551,Bulletin of the History of Archaeology,2047-6930,0.305
15551,Bulletin of the History of Archaeology,1062-4740,0.305
15552,Canadian Liver Journal,2561-4444,0.305
15553,Communications of the Korean Mathematical Society,1225-1763,0.305
15554,Differential Equations and Dynamical Systems,0971-3514,0.305
15554,Differential Equations and Dynamical Systems,0974-6870,0.305
15555,Electrical Engineering and Electromechanics,2309-3404,0.305
15555,Electrical Engineering and Electromechanics,2074-272X,0.305
15556,ELOPE: English Language Overseas Perspectives and Enquiries,1581-8918,0.305
15556,ELOPE: English Language Overseas Perspectives and Enquiries,2386-0316,0.305
15557,Engineering Research Express,2631-8695,0.305
15558,Estudios Sobre Educacion,1578-7001,0.305
15559,HLA,2059-2302,0.305
15559,HLA,2059-2310,0.305
15560,Indian Journal of Human Development,0973-7030,0.305
15560,Indian Journal of Human Development,2456-480X,0.305
15561,International Journal of Computer Mathematics: Computer Systems Theory,2379-9935,0.305
15561,International Journal of Computer Mathematics: Computer Systems Theory,2379-9927,0.305
15562,Journal of American History,0021-8723,0.305
15562,Journal of American History,1945-2314,0.305
15563,Journal of Clinical Ultrasound,0091-2751,0.305
15563,Journal of Clinical Ultrasound,1097-0096,0.305
15564,Journal of HIV/AIDS and Social Services,1538-151X,0.305
15564,Journal of HIV/AIDS and Social Services,1538-1501,0.305
15565,Journal of Teaching English for Specific and Academic Purposes,2334-9182,0.305
15565,Journal of Teaching English for Specific and Academic Purposes,2334-9212,0.305
15566,Newspaper Research Journal,2376-4791,0.305
15566,Newspaper Research Journal,0739-5329,0.305
15567,Odonatologica,0375-0183,0.305
15568,Proceedings of the International Geometry Center,2409-8906,0.305
15568,Proceedings of the International Geometry Center,2072-9812,0.305
15569,Prostate Cancer,2090-3111,0.305
15569,Prostate Cancer,2090-312X,0.305
15570,Research Journal of Textile and Apparel,1560-6074,0.305
15570,Research Journal of Textile and Apparel,2515-8090,0.305
15571,Rethinking Ecology,2534-9260,0.305
15572,Ruan Jian Xue Bao/Journal of Software,1000-9825,0.305
15573,Techniques in Hand and Upper Extremity Surgery,1089-3393,0.305
15573,Techniques in Hand and Upper Extremity Surgery,1531-6572,0.305
15574,Terminology,1569-9994,0.305
15574,Terminology,0929-9971,0.305
15575,Acta Physica Polonica B,0587-4254,0.304
15576,Asian Journal of Political Science,0218-5377,0.304
15577,Asian-European Journal of Mathematics,1793-7183,0.304
15577,Asian-European Journal of Mathematics,1793-5571,0.304
15578,Chinese Journal of Applied Ecology,1001-9332,0.304
15579,Climate Law,1878-6553,0.304
15579,Climate Law,1878-6561,0.304
15580,Cuadernos de Psicologia del Deporte,1578-8423,0.304
15581,Cuadernos Geograficos,2340-0129,0.304
15581,Cuadernos Geograficos,0210-5462,0.304
15582,Dermatology Reports,2036-7392,0.304
15582,Dermatology Reports,2036-7406,0.304
15583,Fuzzy Information and Engineering,1616-8658,0.304
15583,Fuzzy Information and Engineering,1616-8666,0.304
